,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
2525,NC_007795.1,pseudogene,1280956,1283986,+,pseudogene,SAOUHSC_01343,SAOUHSC_01343,NA,NA
2526,NC_007795.1,gene,1284057,1284419,-,protein_coding,SAOUHSC_1342a,SAOUHSC_1342a,NA,large-conductance mechanosensitive channel
2528,NC_007795.1,gene,1284623,1286269,+,protein_coding,SAOUHSC_01346,SAOUHSC_01346,NA,glycine betaine transporter
2530,NC_007795.1,gene,1287161,1289866,+,protein_coding,SAOUHSC_01347,SAOUHSC_01347,NA,aconitate hydratase
2532,NC_007795.1,gene,1290046,1290513,+,protein_coding,SAOUHSC_01348,SAOUHSC_01348,NA,hypothetical protein
2534,NC_007795.1,gene,1290720,1291016,-,protein_coding,SAOUHSC_01349,SAOUHSC_01349,NA,hypothetical protein
2536,NC_007795.1,gene,1291392,1292000,-,protein_coding,SAOUHSC_01350,SAOUHSC_01350,NA,hypothetical protein
2538,NC_007795.1,gene,1292206,1294197,+,protein_coding,SAOUHSC_01351,SAOUHSC_01351,NA,DNA topoisomerase IV subunit B
2540,NC_007795.1,gene,1294197,1296599,+,protein_coding,SAOUHSC_01352,SAOUHSC_01352,NA,DNA topoisomerase IV subunit A
2542,NC_007795.1,gene,1296727,1296825,-,protein_coding,SAOUHSC_01353,SAOUHSC_01353,NA,hypothetical protein
2544,NC_007795.1,gene,1296849,1298309,+,protein_coding,SAOUHSC_01354,SAOUHSC_01354,NA,sodium:alanine symporter family protein
2546,NC_007795.1,gene,1298809,1299660,+,protein_coding,SAOUHSC_01356,SAOUHSC_01356,NA,transcription antiterminator
2548,NC_007795.1,gene,1299635,1299802,+,protein_coding,SAOUHSC_01357,SAOUHSC_01357,NA,hypothetical protein
2550,NC_007795.1,gene,1299795,1301003,+,protein_coding,SAOUHSC_01358,SAOUHSC_01358,NA,hypothetical protein
2552,NC_007795.1,gene,1301484,1304006,+,protein_coding,SAOUHSC_01359,SAOUHSC_01359,NA,hypothetical protein
2554,NC_007795.1,gene,1304209,1304718,-,protein_coding,SAOUHSC_01360,SAOUHSC_01360,NA,methionine sulfoxide reductase A
2556,NC_007795.1,gene,1304855,1305838,+,protein_coding,SAOUHSC_01361,SAOUHSC_01361,NA,transcriptional regulator
2558,NC_007795.1,gene,1305926,1306111,-,protein_coding,SAOUHSC_01362,SAOUHSC_01362,NA,4-oxalocrotonate tautomerase
2560,NC_007795.1,gene,1306259,1307521,+,protein_coding,SAOUHSC_01363,SAOUHSC_01363,NA,hypothetical protein
2562,NC_007795.1,gene,1307658,1308749,-,protein_coding,SAOUHSC_01364,SAOUHSC_01364,NA,prephenate dehydrogenase
2564,NC_007795.1,gene,1308914,1309945,+,protein_coding,SAOUHSC_01365,SAOUHSC_01365,NA,hypothetical protein
2566,NC_007795.1,gene,1310437,1311843,+,protein_coding,SAOUHSC_01366,SAOUHSC_01366,NA,anthranilate synthase component I
2568,NC_007795.1,gene,1311840,1312406,+,protein_coding,SAOUHSC_01367,SAOUHSC_01367,NA,anthranilate synthase component II
2570,NC_007795.1,gene,1312412,1313410,+,protein_coding,trpD,SAOUHSC_01368,NA,anthranilate phosphoribosyltransferase
2572,NC_007795.1,gene,1313412,1314194,+,protein_coding,trpC,SAOUHSC_01369,NA,indole-3-glycerol-phosphate synthase
2574,NC_007795.1,gene,1314194,1314826,+,protein_coding,SAOUHSC_01370,SAOUHSC_01370,NA,N-(5'-phosphoribosyl)anthranilate isomerase
2576,NC_007795.1,gene,1314819,1316033,+,protein_coding,SAOUHSC_01371,SAOUHSC_01371,NA,tryptophan synthase subunit beta
2578,NC_007795.1,gene,1316026,1316754,+,protein_coding,trpA,SAOUHSC_01372,NA,tryptophan synthase subunit alpha
2580,NC_007795.1,gene,1317076,1318338,+,protein_coding,SAOUHSC_01373,SAOUHSC_01373,NA,methicillin resistance factor FemA
2582,NC_007795.1,gene,1318357,1319616,+,protein_coding,SAOUHSC_01374,SAOUHSC_01374,NA,methicillin resistance factor
2584,NC_007795.1,gene,1320299,1321066,+,protein_coding,SAOUHSC_01375,SAOUHSC_01375,NA,hypothetical protein
2586,NC_007795.1,gene,1321114,1321587,-,protein_coding,SAOUHSC_01376,SAOUHSC_01376,NA,hypothetical protein
2588,NC_007795.1,gene,1321711,1322412,-,protein_coding,SAOUHSC_01377,SAOUHSC_01377,NA,oligopeptide ABC transporter ATP-binding protein
2590,NC_007795.1,gene,1322405,1323178,-,protein_coding,SAOUHSC_01378,SAOUHSC_01378,NA,peptide ABC transporter ATP-binding protein
2592,NC_007795.1,gene,1323165,1323995,-,protein_coding,SAOUHSC_01379,SAOUHSC_01379,NA,oligopeptide transporter permease
2594,NC_007795.1,gene,1323988,1324974,-,protein_coding,SAOUHSC_01380,SAOUHSC_01380,NA,oligopeptide transporter permease
2596,NC_007795.1,gene,1325145,1325330,-,protein_coding,SAOUHSC_01381,SAOUHSC_01381,NA,hypothetical protein
2598,NC_007795.1,gene,1325278,1325622,-,protein_coding,SAOUHSC_01382,SAOUHSC_01382,NA,hypothetical protein
2600,NC_007795.1,gene,1325827,1327641,+,protein_coding,SAOUHSC_01383,SAOUHSC_01383,NA,hypothetical protein
2602,NC_007795.1,gene,1327781,1328422,-,protein_coding,SAOUHSC_01384,SAOUHSC_01384,NA,PhoU family transcriptional regulator
2604,NC_007795.1,gene,1328429,1329280,-,protein_coding,SAOUHSC_01385,SAOUHSC_01385,NA,phosphate transporter ATP-binding protein
2606,NC_007795.1,gene,1329327,1330244,-,protein_coding,SAOUHSC_01386,SAOUHSC_01386,NA,phosphate ABC transporter permease
2608,NC_007795.1,gene,1330246,1331172,-,protein_coding,SAOUHSC_01387,SAOUHSC_01387,NA,hypothetical protein
2610,NC_007795.1,gene,1331232,1331339,-,protein_coding,SAOUHSC_01388,SAOUHSC_01388,NA,hypothetical protein
2612,NC_007795.1,gene,1331363,1332346,-,protein_coding,SAOUHSC_01389,SAOUHSC_01389,NA,phosphate ABC transporter substrate-binding protein
2614,NC_007795.1,gene,1333318,1334220,-,protein_coding,SAOUHSC_01391,SAOUHSC_01391,NA,hypothetical protein
2616,NC_007795.1,gene,1334367,1335968,+,protein_coding,SAOUHSC_01392,SAOUHSC_01392,NA,ABC transporter ATP-binding protein
2618,NC_007795.1,gene,1336828,1338033,+,protein_coding,SAOUHSC_01394,SAOUHSC_01394,NA,aspartate kinase
2620,NC_007795.1,gene,1338097,1339086,+,protein_coding,SAOUHSC_01395,SAOUHSC_01395,NA,aspartate semialdehyde dehydrogenase
2622,NC_007795.1,gene,1339088,1339975,+,protein_coding,SAOUHSC_01396,SAOUHSC_01396,NA,4-hydroxy-tetrahydrodipicolinate synthase
2624,NC_007795.1,gene,1340002,1340694,+,protein_coding,SAOUHSC_01397,SAOUHSC_01397,NA,4-hydroxy-tetrahydrodipicolinate reductase
2626,NC_007795.1,gene,1340721,1341440,+,protein_coding,SAOUHSC_01398,SAOUHSC_01398,NA,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase
2628,NC_007795.1,gene,1341583,1342734,+,protein_coding,SAOUHSC_01399,SAOUHSC_01399,NA,hypothetical protein
2630,NC_007795.1,gene,1342739,1343824,+,protein_coding,SAOUHSC_01400,SAOUHSC_01400,NA,alanine racemase
2632,NC_007795.1,gene,1343814,1345079,+,protein_coding,SAOUHSC_01401,SAOUHSC_01401,NA,diaminopimelate decarboxylase
2634,NC_007795.1,gene,1345319,1345720,-,protein_coding,SAOUHSC_01402,SAOUHSC_01402,NA,hypothetical protein
2636,NC_007795.1,gene,1345917,1346117,-,protein_coding,SAOUHSC_01403,SAOUHSC_01403,NA,cold shock protein
2638,NC_007795.1,gene,1346288,1346596,-,protein_coding,SAOUHSC_01405,SAOUHSC_01405,NA,hypothetical protein
2640,NC_007795.1,gene,1346759,1347028,+,protein_coding,SAOUHSC_01406,SAOUHSC_01406,NA,acylphosphatase
2642,NC_007795.1,gene,1347047,1347676,+,protein_coding,SAOUHSC_01407,SAOUHSC_01407,NA,hypothetical protein
2644,NC_007795.1,gene,1347708,1348844,+,protein_coding,SAOUHSC_01408,SAOUHSC_01408,NA,hypothetical protein
2646,NC_007795.1,pseudogene,1348900,1349503,-,pseudogene,SAOUHSC_01409,SAOUHSC_01409,NA,NA
2647,NC_007795.1,gene,1349856,1351199,-,protein_coding,SAOUHSC_01411,SAOUHSC_01411,NA,branched-chain amino acid transport system II carrier protein
2649,NC_007795.1,gene,1351424,1353310,-,protein_coding,SAOUHSC_01412,SAOUHSC_01412,NA,hypothetical protein
2651,NC_007795.1,gene,1353324,1354115,-,protein_coding,SAOUHSC_01413,SAOUHSC_01413,NA,hypothetical protein
2653,NC_007795.1,gene,1354296,1354499,-,protein_coding,SAOUHSC_01414,SAOUHSC_01414,NA,hypothetical protein
2655,NC_007795.1,gene,1354528,1355337,-,protein_coding,SAOUHSC_01415,SAOUHSC_01415,NA,hypothetical protein
2657,NC_007795.1,gene,1355917,1357185,-,protein_coding,SAOUHSC_01416,SAOUHSC_01416,NA,dihydrolipoamide succinyltransferase
2659,NC_007795.1,gene,1357199,1359997,-,protein_coding,sucA,SAOUHSC_01418,NA,2-oxoglutarate dehydrogenase E1 component
2661,NC_007795.1,gene,1360281,1361636,-,protein_coding,SAOUHSC_01419,SAOUHSC_01419,NA,hypothetical protein
2663,NC_007795.1,gene,1361633,1362292,-,protein_coding,SAOUHSC_01420,SAOUHSC_01420,NA,DNA-binding response regulator
2665,NC_007795.1,gene,1362554,1362685,-,protein_coding,SAOUHSC_01421,SAOUHSC_01421,NA,hypothetical protein
2667,NC_007795.1,gene,1362762,1362962,-,protein_coding,SAOUHSC_01422,SAOUHSC_01422,NA,hypothetical protein
2669,NC_007795.1,gene,1363079,1363693,-,protein_coding,SAOUHSC_01423,SAOUHSC_01423,NA,hypothetical protein
2671,NC_007795.1,gene,1363710,1364780,-,protein_coding,murG,SAOUHSC_01424,NA,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
2673,NC_007795.1,gene,1364792,1365301,-,protein_coding,SAOUHSC_01425,SAOUHSC_01425,NA,hypothetical protein
2675,NC_007795.1,gene,1365701,1367191,-,protein_coding,SAOUHSC_01427,SAOUHSC_01427,NA,hypothetical protein
2677,NC_007795.1,gene,1367383,1367604,-,protein_coding,SAOUHSC_01429,SAOUHSC_01429,NA,hypothetical protein
2679,NC_007795.1,gene,1367604,1368104,-,protein_coding,SAOUHSC_01430,SAOUHSC_01430,NA,PTS system transporter subunit IIA
2681,NC_007795.1,gene,1368116,1368544,-,protein_coding,SAOUHSC_01431,SAOUHSC_01431,NA,methionine sulfoxide reductase B
2683,NC_007795.1,gene,1368537,1369070,-,protein_coding,SAOUHSC_01432,SAOUHSC_01432,NA,methionine sulfoxide reductase A
2685,NC_007795.1,gene,1369156,1369995,-,protein_coding,SAOUHSC_01433,SAOUHSC_01433,NA,hypothetical protein
2687,NC_007795.1,gene,1370010,1370489,-,protein_coding,SAOUHSC_01434,SAOUHSC_01434,NA,dihydrofolate reductase
2689,NC_007795.1,gene,1370689,1371645,-,protein_coding,thyA,SAOUHSC_01435,NA,thymidylate synthase
2691,NC_007795.1,gene,1372069,1372506,-,protein_coding,SAOUHSC_01436,SAOUHSC_01436,NA,hypothetical protein
2693,NC_007795.1,gene,1372522,1373646,-,protein_coding,SAOUHSC_01437,SAOUHSC_01437,NA,hypothetical protein
2695,NC_007795.1,gene,1373684,1373935,-,protein_coding,SAOUHSC_01438,SAOUHSC_01438,NA,hypothetical protein
2697,NC_007795.1,gene,1373947,1374168,-,protein_coding,SAOUHSC_01439,SAOUHSC_01439,NA,hypothetical protein
2699,NC_007795.1,gene,1374386,1375090,+,protein_coding,SAOUHSC_01440,SAOUHSC_01440,NA,hypothetical protein
2701,NC_007795.1,gene,1375155,1375286,-,protein_coding,SAOUHSC_01441,SAOUHSC_01441,NA,hypothetical protein
2703,NC_007795.1,gene,1375631,1376032,+,protein_coding,SAOUHSC_01443,SAOUHSC_01443,NA,hypothetical protein
2705,NC_007795.1,gene,1376091,1404698,-,protein_coding,SAOUHSC_01447,SAOUHSC_01447,NA,hypothetical protein
2707,NC_007795.1,gene,1405096,1406487,-,protein_coding,SAOUHSC_01448,SAOUHSC_01448,NA,hypothetical protein
2709,NC_007795.1,gene,1406644,1407966,-,protein_coding,SAOUHSC_01450,SAOUHSC_01450,NA,hypothetical protein
2711,NC_007795.1,gene,1407997,1409037,-,protein_coding,SAOUHSC_01451,SAOUHSC_01451,NA,threonine dehydratase
2713,NC_007795.1,gene,1409132,1410250,-,protein_coding,SAOUHSC_01452,SAOUHSC_01452,NA,alanine dehydrogenase
2715,NC_007795.1,gene,1410725,1411603,-,protein_coding,SAOUHSC_01454,SAOUHSC_01454,NA,hypothetical protein
2717,NC_007795.1,gene,1411623,1415063,-,protein_coding,SAOUHSC_01455,SAOUHSC_01455,NA,hypothetical protein
2719,NC_007795.1,gene,1415367,1416707,+,protein_coding,SAOUHSC_01456,SAOUHSC_01456,NA,hypothetical protein
2721,NC_007795.1,gene,1416913,1417245,-,protein_coding,SAOUHSC_01459,SAOUHSC_01459,NA,hypothetical protein
2723,NC_007795.1,gene,1417329,1418474,-,protein_coding,SAOUHSC_01460,SAOUHSC_01460,NA,hypothetical protein
2725,NC_007795.1,gene,1419125,1419469,-,protein_coding,SAOUHSC_01462,SAOUHSC_01462,NA,hypothetical protein
2727,NC_007795.1,gene,1419483,1420046,-,protein_coding,SAOUHSC_01463,SAOUHSC_01463,NA,hypothetical protein
2729,NC_007795.1,gene,1420039,1420389,-,protein_coding,SAOUHSC_01464,SAOUHSC_01464,NA,hypothetical protein
2731,NC_007795.1,gene,1420878,1421555,+,protein_coding,recU,SAOUHSC_01466,NA,Holliday junction-specific endonuclease
2733,NC_007795.1,gene,1421552,1423735,+,protein_coding,SAOUHSC_01467,SAOUHSC_01467,NA,penicillin-binding protein 2
2735,NC_007795.1,gene,1424301,1424642,-,protein_coding,SAOUHSC_01468,SAOUHSC_01468,NA,hypothetical protein
2737,NC_007795.1,gene,1424647,1425306,-,protein_coding,SAOUHSC_01469,SAOUHSC_01469,NA,endonuclease III
2739,NC_007795.1,gene,1425296,1425982,-,protein_coding,SAOUHSC_01470,SAOUHSC_01470,NA,hypothetical protein
2741,NC_007795.1,gene,1426310,1427602,-,protein_coding,asnC,SAOUHSC_01471,NA,asparaginyl-tRNA synthetase
2743,NC_007795.1,gene,1427924,1430617,-,protein_coding,SAOUHSC_01472,SAOUHSC_01472,NA,DnaQ family exonuclease/DinG family helicase
2745,NC_007795.1,gene,1430641,1431612,-,protein_coding,SAOUHSC_01473,SAOUHSC_01473,NA,bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase BirA
2747,NC_007795.1,gene,1431599,1432801,-,protein_coding,SAOUHSC_01474,SAOUHSC_01474,NA,tRNA CCA-pyrophosphorylase
2749,NC_007795.1,gene,1432806,1433948,-,protein_coding,SAOUHSC_01475,SAOUHSC_01475,NA,hypothetical protein
2751,NC_007795.1,gene,1434189,1434506,-,protein_coding,SAOUHSC_01476,SAOUHSC_01476,NA,hypothetical protein
2753,NC_007795.1,gene,1434843,1435523,-,protein_coding,SAOUHSC_01477,SAOUHSC_01477,NA,hypothetical protein
2755,NC_007795.1,gene,1435595,1436182,-,protein_coding,SAOUHSC_01478,SAOUHSC_01478,NA,hypothetical protein
2757,NC_007795.1,gene,1436172,1436747,-,protein_coding,SAOUHSC_01479,SAOUHSC_01479,NA,hypothetical protein
2759,NC_007795.1,gene,1436761,1437864,-,protein_coding,SAOUHSC_01480,SAOUHSC_01480,NA,hypothetical protein
2761,NC_007795.1,gene,1438012,1439310,-,protein_coding,SAOUHSC_01481,SAOUHSC_01481,NA,3-phosphoshikimate 1-carboxyvinyltransferase
2763,NC_007795.1,gene,1439320,1440384,-,protein_coding,aroB,SAOUHSC_01482,NA,3-dehydroquinate synthase
2765,NC_007795.1,gene,1440410,1441576,-,protein_coding,SAOUHSC_01483,SAOUHSC_01483,NA,chorismate synthase
2767,NC_007795.1,gene,1441962,1442162,-,protein_coding,SAOUHSC_01484,SAOUHSC_01484,NA,hypothetical protein
2769,NC_007795.1,gene,1442371,1442802,-,protein_coding,ndk,SAOUHSC_01485,NA,nucleoside diphosphate kinase
2771,NC_007795.1,gene,1442912,1443856,-,protein_coding,SAOUHSC_01486,SAOUHSC_01486,NA,heptaprenyl diphosphate syntase component II
2773,NC_007795.1,gene,1443873,1444475,-,protein_coding,ubiE,SAOUHSC_01487,NA,ubiquinone/menaquinone biosynthesis methyltransferase
2775,NC_007795.1,gene,1444601,1445173,-,protein_coding,SAOUHSC_01488,SAOUHSC_01488,NA,hypothetical protein
2777,NC_007795.1,gene,1445100,1445414,+,protein_coding,SAOUHSC_01489,SAOUHSC_01489,NA,hypothetical protein
2779,NC_007795.1,gene,1445604,1445876,-,protein_coding,SAOUHSC_01490,SAOUHSC_01490,NA,DNA-binding protein HU
2781,NC_007795.1,gene,1446047,1447045,-,protein_coding,gpsA,SAOUHSC_01491,NA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
2783,NC_007795.1,gene,1447062,1448372,-,protein_coding,engA,SAOUHSC_01492,NA,GTP-binding protein EngA
2785,NC_007795.1,gene,1448594,1449769,-,protein_coding,rpsA,SAOUHSC_01493,NA,30S ribosomal protein S1
2787,NC_007795.1,gene,1450026,1450217,-,protein_coding,SAOUHSC_A01436,SAOUHSC_A01436,NA,hypothetical protein
2789,NC_007795.1,gene,1450171,1450308,+,protein_coding,SAOUHSC_01494,SAOUHSC_01494,NA,hypothetical protein
2791,NC_007795.1,gene,1450334,1450450,-,protein_coding,SAOUHSC_01495,SAOUHSC_01495,NA,hypothetical protein
2793,NC_007795.1,gene,1450481,1451140,-,protein_coding,cmk,SAOUHSC_01496,NA,cytidylate kinase
2795,NC_007795.1,gene,1451217,1452185,+,protein_coding,SAOUHSC_01497,SAOUHSC_01497,NA,L-asparaginase
2797,NC_007795.1,gene,1452300,1453286,-,protein_coding,SAOUHSC_01499,SAOUHSC_01499,NA,hypothetical protein
2799,NC_007795.1,gene,1453447,1453563,-,protein_coding,SAOUHSC_01500,SAOUHSC_01500,NA,hypothetical protein
2801,NC_007795.1,gene,1453688,1455148,-,protein_coding,SAOUHSC_01501,SAOUHSC_01501,NA,elastin binding protein
2803,NC_007795.1,gene,1455301,1456680,-,protein_coding,SAOUHSC_01502,SAOUHSC_01502,NA,ATP-dependent DNA helicase RecQ
2805,NC_007795.1,gene,1456670,1457623,-,protein_coding,SAOUHSC_01503,SAOUHSC_01503,NA,hypothetical protein
2807,NC_007795.1,gene,1457755,1457979,+,protein_coding,SAOUHSC_01504,SAOUHSC_01504,NA,ferredoxin
2809,NC_007795.1,gene,1458085,1458630,-,protein_coding,SAOUHSC_01505,SAOUHSC_01505,NA,hypothetical protein
2811,NC_007795.1,gene,1458909,1459028,-,protein_coding,SAOUHSC_01507,SAOUHSC_01507,NA,hypothetical protein
2813,NC_007795.1,gene,1459227,1460141,-,protein_coding,SAOUHSC_01508,SAOUHSC_01508,NA,hypothetical protein
2815,NC_007795.1,gene,1460156,1460362,-,protein_coding,SAOUHSC_01510,SAOUHSC_01510,NA,hypothetical protein
2817,NC_007795.1,gene,1460355,1461245,-,protein_coding,SAOUHSC_01511,SAOUHSC_01511,NA,hypothetical protein
2819,NC_007795.1,gene,1461363,1462280,-,protein_coding,SAOUHSC_01512,SAOUHSC_01512,NA,hypothetical protein
2821,NC_007795.1,gene,1462371,1462718,-,protein_coding,SAOUHSC_01513,SAOUHSC_01513,NA,hypothetical protein
2823,NC_007795.1,gene,1462963,1463799,-,protein_coding,SAOUHSC_01514,SAOUHSC_01514,NA,hypothetical protein
2825,NC_007795.1,gene,1464415,1465869,-,protein_coding,SAOUHSC_01515,SAOUHSC_01515,NA,petidoglycan hydrolase
2827,NC_007795.1,gene,1465880,1466182,-,protein_coding,SAOUHSC_01516,SAOUHSC_01516,NA,holin protein
2829,NC_007795.1,gene,1466318,1466617,-,protein_coding,SAOUHSC_01517,SAOUHSC_01517,NA,hypothetical protein
2831,NC_007795.1,gene,1466663,1466827,-,protein_coding,SAOUHSC_01518,SAOUHSC_01518,NA,hypothetical protein
2833,NC_007795.1,gene,1466820,1467209,-,protein_coding,SAOUHSC_01519,SAOUHSC_01519,NA,SLT orf 129-like protein
2835,NC_007795.1,gene,1467209,1468675,-,protein_coding,SAOUHSC_01520,SAOUHSC_01520,NA,SLT orf 488-like protein
2837,NC_007795.1,gene,1468675,1470585,-,protein_coding,SAOUHSC_01521,SAOUHSC_01521,NA,SLT orf 636-like protein
2839,NC_007795.1,gene,1470601,1470891,-,protein_coding,SAOUHSC_01522,SAOUHSC_01522,NA,hypothetical protein
2841,NC_007795.1,gene,1470891,1472474,-,protein_coding,SAOUHSC_01523,SAOUHSC_01523,NA,SLT orf 527-like protein
2843,NC_007795.1,gene,1472483,1473307,-,protein_coding,SAOUHSC_01524,SAOUHSC_01524,NA,holin-like protein
2845,NC_007795.1,gene,1473307,1479507,-,protein_coding,SAOUHSC_01525,SAOUHSC_01525,NA,phage tail tape meausure protein
2847,NC_007795.1,gene,1479521,1479679,-,protein_coding,SAOUHSC_01526,SAOUHSC_01526,NA,hypothetical protein
2849,NC_007795.1,gene,1479721,1480071,-,protein_coding,SAOUHSC_01527,SAOUHSC_01527,NA,hypothetical protein
2851,NC_007795.1,gene,1480129,1480584,-,protein_coding,SAOUHSC_01528,SAOUHSC_01528,NA,bacteriophage L54aIg-like domain-containing protein
2853,NC_007795.1,gene,1480676,1481317,-,protein_coding,SAOUHSC_01529,SAOUHSC_01529,NA,major tail protein
2855,NC_007795.1,gene,1481352,1481747,-,protein_coding,SAOUHSC_01530,SAOUHSC_01530,NA,hypothetical protein
2857,NC_007795.1,gene,1481748,1482149,-,protein_coding,SAOUHSC_01531,SAOUHSC_01531,NA,SLT orf 123-like protein
2859,NC_007795.1,gene,1482146,1482478,-,protein_coding,SAOUHSC_01532,SAOUHSC_01532,NA,SLT orf 110-like protein
2861,NC_007795.1,gene,1482490,1482768,-,protein_coding,SAOUHSC_01533,SAOUHSC_01533,NA,hypothetical protein
2863,NC_007795.1,gene,1482837,1484000,-,protein_coding,SAOUHSC_01535,SAOUHSC_01535,NA,hypothetical protein
2865,NC_007795.1,gene,1484012,1484785,-,protein_coding,SAOUHSC_01536,SAOUHSC_01536,NA,scaffolding protease
2867,NC_007795.1,gene,1484769,1486007,-,protein_coding,SAOUHSC_01537,SAOUHSC_01537,NA,HK97 family phage portal protein
2869,NC_007795.1,gene,1486012,1487703,-,protein_coding,SAOUHSC_01538,SAOUHSC_01538,NA,phage terminase large subunit
2871,NC_007795.1,gene,1487693,1487998,-,protein_coding,SAOUHSC_01539,SAOUHSC_01539,NA,terminase small subunit
2873,NC_007795.1,gene,1488120,1488434,-,protein_coding,SAOUHSC_01540,SAOUHSC_01540,NA,bacteriophage L54a HNH endonuclease family protein
2875,NC_007795.1,gene,1488591,1489028,-,protein_coding,SAOUHSC_01541,SAOUHSC_01541,NA,hypothetical protein
2877,NC_007795.1,gene,1489041,1490408,-,protein_coding,SAOUHSC_01542,SAOUHSC_01542,NA,SNF2 family protein
2879,NC_007795.1,gene,1490389,1490679,-,protein_coding,SAOUHSC_01543,SAOUHSC_01543,NA,phi-like protein
2881,NC_007795.1,gene,1490813,1490917,+,protein_coding,SAOUHSC_01544,SAOUHSC_01544,NA,hypothetical protein
2883,NC_007795.1,gene,1491020,1491310,-,protein_coding,SAOUHSC_01545,SAOUHSC_01545,NA,hypothetical protein
2885,NC_007795.1,gene,1491243,1491503,-,protein_coding,SAOUHSC_01546,SAOUHSC_01546,NA,hypothetical protein
2887,NC_007795.1,gene,1491472,1493469,-,protein_coding,SAOUHSC_01547,SAOUHSC_01547,NA,hypothetical protein
2889,NC_007795.1,gene,1493521,1493721,-,protein_coding,SAOUHSC_01548,SAOUHSC_01548,NA,hypothetical protein
2891,NC_007795.1,gene,1493789,1493956,-,protein_coding,SAOUHSC_01549,SAOUHSC_01549,NA,transcriptional activator rinB-like protein
2893,NC_007795.1,gene,1493944,1494144,-,protein_coding,SAOUHSC_01550,SAOUHSC_01550,NA,hypothetical protein
2895,NC_007795.1,gene,1494119,1494307,-,protein_coding,SAOUHSC_01551,SAOUHSC_01551,NA,hypothetical protein
2897,NC_007795.1,gene,1494344,1494886,-,protein_coding,SAOUHSC_01552,SAOUHSC_01552,NA,bacteriophage L54a deoxyuridine 5-triphosphate nucleotidohydrolase
2899,NC_007795.1,gene,1494891,1495127,-,protein_coding,SAOUHSC_01553,SAOUHSC_01553,NA,PVL orf 52-like protein
2901,NC_007795.1,gene,1495425,1495772,-,protein_coding,SAOUHSC_01555,SAOUHSC_01555,NA,hypothetical protein
2903,NC_007795.1,gene,1495769,1496170,-,protein_coding,SAOUHSC_01556,SAOUHSC_01556,NA,PVL orf 52-like protein
2905,NC_007795.1,gene,1496173,1496379,-,protein_coding,SAOUHSC_01557,SAOUHSC_01557,NA,hypothetical protein
2907,NC_007795.1,gene,1496393,1496635,-,protein_coding,SAOUHSC_01558,SAOUHSC_01558,NA,PVL orf 51-like protein
2909,NC_007795.1,gene,1496650,1496850,-,protein_coding,SAOUHSC_01559,SAOUHSC_01559,NA,hypothetical protein
2911,NC_007795.1,gene,1496853,1497110,-,protein_coding,SAOUHSC_01560,SAOUHSC_01560,NA,hypothetical protein
2913,NC_007795.1,gene,1497110,1497511,-,protein_coding,SAOUHSC_01561,SAOUHSC_01561,NA,PVL orf 50-like protein
2915,NC_007795.1,gene,1497511,1497696,-,protein_coding,SAOUHSC_01562,SAOUHSC_01562,NA,hypothetical protein
2917,NC_007795.1,gene,1497709,1499661,-,protein_coding,SAOUHSC_01563,SAOUHSC_01563,NA,phage encoded DNA polymerase I
2919,NC_007795.1,gene,1499730,1500287,-,protein_coding,SAOUHSC_01565,SAOUHSC_01565,NA,hypothetical protein
2921,NC_007795.1,gene,1500313,1501479,-,protein_coding,SAOUHSC_01566,SAOUHSC_01566,NA,phi APSE P51-like protein
2923,NC_007795.1,gene,1501476,1501838,-,protein_coding,SAOUHSC_01567,SAOUHSC_01567,NA,hypothetical protein
2925,NC_007795.1,gene,1501853,1502176,-,protein_coding,SAOUHSC_01568,SAOUHSC_01568,NA,hypothetical protein
2927,NC_007795.1,gene,1502255,1502416,-,protein_coding,SAOUHSC_01569,SAOUHSC_01569,NA,hypothetical protein
2929,NC_007795.1,gene,1502429,1502692,-,protein_coding,SAOUHSC_01570,SAOUHSC_01570,NA,PVL orf 37-like protein
2931,NC_007795.1,gene,1502717,1502932,-,protein_coding,SAOUHSC_01571,SAOUHSC_01571,NA,SLT orf 71-like protein
2933,NC_007795.1,gene,1502987,1503352,+,protein_coding,SAOUHSC_01572,SAOUHSC_01572,NA,hypothetical protein
2935,NC_007795.1,gene,1503321,1503566,-,protein_coding,SAOUHSC_01573,SAOUHSC_01573,NA,hypothetical protein
2937,NC_007795.1,gene,1503582,1503845,-,protein_coding,SAOUHSC_01574,SAOUHSC_01574,NA,helix-turn-helix domain-containing protein
2939,NC_007795.1,gene,1503842,1504015,-,protein_coding,SAOUHSC_A01514,SAOUHSC_A01514,NA,hypothetical protein
2941,NC_007795.1,gene,1503978,1504691,+,protein_coding,SAOUHSC_01575,SAOUHSC_01575,NA,helix-turn-helix domain-containing protein
2943,NC_007795.1,gene,1504707,1505639,+,protein_coding,SAOUHSC_01576,SAOUHSC_01576,NA,exonuclease family protein
2945,NC_007795.1,gene,1505645,1505986,+,protein_coding,SAOUHSC_01577,SAOUHSC_01577,NA,hypothetical protein
