,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
3651,NC_007618.1,gene,1710183,1710386,+,protein_coding,BAB_RS24385,BAB_RS24385,NA,hypothetical protein
3653,NC_007618.1,gene,1710306,1710515,-,protein_coding,BAB_RS32870,BAB_RS32870,BAB1_1776,hypothetical protein
3655,NC_007618.1,gene,1710487,1711062,-,protein_coding,BAB_RS24390,BAB_RS24390,BAB1_1777,CarD family transcriptional regulator
3657,NC_007618.1,gene,1711576,1711914,-,protein_coding,BAB_RS24395,BAB_RS24395,BAB1_1778,ferredoxin family protein
3659,NC_007618.1,gene,1712047,1712280,-,protein_coding,BAB_RS32875,BAB_RS32875,BAB1_1779,hypothetical protein
3661,NC_007618.1,gene,1712277,1712678,-,protein_coding,BAB_RS24400,BAB_RS24400,BAB1_1780,RNA-binding S4 domain-containing protein
3663,NC_007618.1,gene,1712714,1715800,-,protein_coding,BAB_RS24405,BAB_RS24405,BAB1_1781,helicase
3665,NC_007618.1,gene,1716169,1716546,-,protein_coding,BAB_RS32880,BAB_RS32880,BAB1_1782,hypothetical protein
3667,NC_007618.1,gene,1716473,1717657,-,protein_coding,BAB_RS24410,BAB_RS24410,BAB1_1783,Note=Catalyzes the synthesis of acetoacetyl coenzyme A from two molecules of acetyl coenzyme A. It can also act as a thiolase%2C catalyzing the reverse reaction and generating two-carbon units from the four-carbon product of fatty acid oxidation
3669,NC_007618.1,gene,1717833,1718264,+,protein_coding,BAB_RS24415,BAB_RS24415,BAB1_1784,heme-binding protein
3671,NC_007618.1,gene,1718396,1718575,-,protein_coding,BAB_RS24420,BAB_RS24420,BAB1_1785,50S ribosomal protein L32
3673,NC_007618.1,gene,1718736,1719491,-,protein_coding,BAB_RS24425,BAB_RS24425,BAB1_1786,monofunctional biosynthetic peptidoglycan transglycosylase
3675,NC_007618.1,gene,1719657,1720571,+,protein_coding,BAB_RS24430,BAB_RS24430,BAB1_1787,polyprenyl synthetase family protein
3677,NC_007618.1,gene,1720579,1721841,-,protein_coding,BAB_RS24435,BAB_RS24435,BAB1_1788,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
3679,NC_007618.1,gene,1722009,1722800,+,protein_coding,BAB_RS24440,BAB_RS24440,BAB1_1789,3-hydroxybutyrate dehydrogenase
3681,NC_007618.1,pseudogene,1722818,1724009,-,pseudogene,BAB_RS24445,BAB_RS24445,BAB1_1790,hypothetical protein
3683,NC_007618.1,gene,1724071,1727547,-,protein_coding,BAB_RS24450,BAB_RS24450,BAB1_1791,pyruvate carboxylase
3685,NC_007618.1,gene,1727813,1728928,-,protein_coding,BAB_RS24455,BAB_RS24455,BAB1_1792,branched chain amino acid ABC transporter substrate-binding protein
3687,NC_007618.1,gene,1729549,1730664,-,protein_coding,BAB_RS24460,BAB_RS24460,BAB1_1794,branched chain amino acid ABC transporter substrate-binding protein
3689,NC_007618.1,gene,1730816,1731160,-,protein_coding,BAB_RS24465,BAB_RS24465,BAB1_1795,hypothetical protein
3691,NC_007618.1,gene,1731170,1731916,-,protein_coding,BAB_RS24470,BAB_RS24470,BAB1_1796,ABC transporter ATP-binding protein
3693,NC_007618.1,pseudogene,1731916,1733237,-,pseudogene,BAB_RS24475,BAB_RS24475,NA,branched-chain amino acid ABC transporter ATP-binding protein
3695,NC_007618.1,gene,1733255,1734634,-,protein_coding,BAB_RS24480,BAB_RS24480,BAB1_1798,high-affinity branched-chain amino acid ABC transporter permease LivM
3697,NC_007618.1,gene,1734637,1735545,-,protein_coding,BAB_RS24485,BAB_RS24485,BAB1_1799,branched-chain amino acid ABC transporter permease
3699,NC_007618.1,gene,1735839,1736840,-,protein_coding,BAB_RS24490,BAB_RS24490,BAB1_1800,hydroxyproline-2-epimerase
3701,NC_007618.1,gene,1736846,1738108,-,protein_coding,BAB_RS24495,BAB_RS24495,BAB1_1801,FAD-binding oxidoreductase
3703,NC_007618.1,gene,1738093,1738332,+,protein_coding,BAB_RS32885,BAB_RS32885,BAB1_1802,hypothetical protein
3705,NC_007618.1,gene,1738388,1739083,+,protein_coding,BAB_RS24500,BAB_RS24500,BAB1_1803,GntR family transcriptional regulator
3707,NC_007618.1,gene,1739156,1739593,-,protein_coding,BAB_RS24505,BAB_RS24505,NA,MarR family transcriptional regulator
3709,NC_007618.1,gene,1739936,1740343,-,protein_coding,BAB_RS24510,BAB_RS24510,BAB1_1806,ATP synthase epsilon chain
3711,NC_007618.1,gene,1740468,1742033,-,protein_coding,BAB_RS24515,BAB_RS24515,BAB1_1807,ATP synthase subunit beta
3713,NC_007618.1,gene,1742161,1743039,-,protein_coding,BAB_RS24520,BAB_RS24520,BAB1_1808,ATP synthase subunit gamma
3715,NC_007618.1,gene,1743061,1744590,-,protein_coding,BAB_RS24525,BAB_RS24525,BAB1_1809,ATP synthase subunit alpha
3717,NC_007618.1,gene,1744590,1745150,-,protein_coding,BAB_RS24530,BAB_RS24530,BAB1_1810,ATP synthase subunit delta
3719,NC_007618.1,gene,1745432,1745845,-,protein_coding,BAB_RS24535,BAB_RS24535,BAB1_1811,hypothetical protein
3721,NC_007618.1,gene,1745912,1748146,-,protein_coding,BAB_RS24540,BAB_RS24540,BAB1_1812,primosomal protein N'
3723,NC_007618.1,gene,1748256,1748909,+,protein_coding,BAB_RS24545,BAB_RS24545,BAB1_1813,transaldolase
3725,NC_007618.1,gene,1749053,1749634,-,protein_coding,BAB_RS24550,BAB_RS24550,BAB1_1814,hypothetical protein
3727,NC_007618.1,gene,1749621,1752254,-,protein_coding,BAB_RS24555,BAB_RS24555,BAB1_1815,leucine--tRNA ligase
3729,NC_007618.1,gene,1752377,1753057,+,protein_coding,BAB_RS24560,BAB_RS24560,BAB1_1816,YggS family pyridoxal phosphate-dependent enzyme
3731,NC_007618.1,gene,1753070,1753600,-,protein_coding,BAB_RS24565,BAB_RS24565,BAB1_1817,FUSC family protein
3733,NC_007618.1,gene,1753671,1753958,-,protein_coding,BAB_RS24570,BAB_RS24570,BAB1_1818,usg family protein
3735,NC_007618.1,gene,1754299,1756254,+,protein_coding,BAB_RS24575,BAB_RS24575,BAB1_1819,acetyl-coenzyme A synthetase
3737,NC_007618.1,gene,1756410,1756628,-,protein_coding,BAB_RS24580,BAB_RS24580,BAB1_1820,DUF1674 domain-containing protein
3739,NC_007618.1,gene,1756760,1757737,+,protein_coding,BAB_RS24585,BAB_RS24585,BAB1_1821,protease HtpX
3741,NC_007618.1,gene,1757753,1759150,+,protein_coding,BAB_RS24590,BAB_RS24590,BAB1_1822,MFS transporter
3743,NC_007618.1,gene,1759271,1761013,+,protein_coding,BAB_RS24595,BAB_RS24595,BAB1_1823,heparinase II/III family protein
3745,NC_007618.1,gene,1761120,1762736,+,protein_coding,BAB_RS24600,BAB_RS24600,BAB1_1824,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase
3747,NC_007618.1,gene,1762786,1762923,-,protein_coding,BAB_RS32890,BAB_RS32890,BAB1_1825,hypothetical protein
3749,NC_007618.1,gene,1763002,1764207,-,protein_coding,BAB_RS24605,BAB_RS24605,NA,MFS transporter
3751,NC_007618.1,gene,1764373,1769175,-,protein_coding,BAB_RS24610,BAB_RS24610,BAB1_1827,NAD-glutamate dehydrogenase
3753,NC_007618.1,gene,1769440,1770081,-,protein_coding,BAB_RS24615,BAB_RS24615,BAB1_1828,TPM domain-containing protein
3755,NC_007618.1,gene,1770094,1770861,-,protein_coding,BAB_RS24620,BAB_RS24620,BAB1_1829,membrane protein
3757,NC_007618.1,gene,1770942,1771565,-,protein_coding,BAB_RS24625,BAB_RS24625,BAB1_1830,LemA family protein
3759,NC_007618.1,gene,1771835,1772239,-,protein_coding,BAB_RS24630,BAB_RS24630,BAB1_1832,30S ribosomal protein S16
3761,NC_007618.1,gene,1772306,1772620,-,protein_coding,BAB_RS24635,BAB_RS24635,BAB1_1833,chorismate mutase
3763,NC_007618.1,gene,1772626,1774197,-,protein_coding,BAB_RS24640,BAB_RS24640,BAB1_1834,signal recognition particle protein
3765,NC_007618.1,gene,1774321,1774692,+,protein_coding,BAB_RS32895,BAB_RS32895,BAB1_1835,hypothetical protein
3767,NC_007618.1,gene,1774632,1775459,+,protein_coding,BAB_RS24645,BAB_RS24645,BAB1_1836,lytic murein transglycosylase
3769,NC_007618.1,gene,1775523,1776167,-,protein_coding,BAB_RS24650,BAB_RS24650,BAB1_1837,carbonic anhydrase
3771,NC_007618.1,gene,1776341,1777237,-,protein_coding,BAB_RS24655,BAB_RS24655,BAB1_1838,pyridoxal kinase PdxY
3773,NC_007618.1,gene,1777239,1777526,-,protein_coding,BAB_RS24660,BAB_RS24660,BAB1_1839,hypothetical protein
3775,NC_007618.1,gene,1777899,1779395,-,protein_coding,BAB_RS24665,BAB_RS24665,BAB1_1840,methylmalonate-semialdehyde dehydrogenase (CoA acylating)
3777,NC_007618.1,gene,1779547,1780428,+,protein_coding,BAB_RS24670,BAB_RS24670,BAB1_1841,LysR family transcriptional regulator
3779,NC_007618.1,gene,1780744,1781388,-,protein_coding,BAB_RS24675,BAB_RS24675,BAB1_1842,DUF1275 domain-containing protein
3781,NC_007618.1,gene,1781456,1781710,-,protein_coding,BAB_RS24680,BAB_RS24680,BAB1_1843,GlsB/YeaQ/YmgE family stress response membrane protein
3783,NC_007618.1,gene,1781826,1782362,-,protein_coding,BAB_RS24685,BAB_RS24685,BAB1_1844,RNA pyrophosphohydrolase
3785,NC_007618.1,gene,1782580,1783908,-,protein_coding,BAB_RS24690,BAB_RS24690,BAB1_1845,S41 family peptidase
3787,NC_007618.1,gene,1783898,1785247,-,protein_coding,BAB_RS24695,BAB_RS24695,BAB1_1846,membrane protein
3789,NC_007618.1,gene,1785360,1786259,-,protein_coding,BAB_RS24700,BAB_RS24700,BAB1_1847,hypothetical protein
3791,NC_007618.1,gene,1786377,1786886,-,protein_coding,BAB_RS24705,BAB_RS24705,BAB1_1848,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
3793,NC_007618.1,gene,1786905,1787276,-,protein_coding,BAB_RS24710,BAB_RS24710,BAB1_1849,ribosome silencing factor
3795,NC_007618.1,gene,1787439,1788113,-,protein_coding,BAB_RS24715,BAB_RS24715,BAB1_1850,nicotinate-nucleotide adenylyltransferase
3797,NC_007618.1,gene,1788113,1789396,-,protein_coding,BAB_RS24720,BAB_RS24720,BAB1_1851,gamma-glutamyl-phosphate reductase
3799,NC_007618.1,gene,1789406,1790542,-,protein_coding,BAB_RS24725,BAB_RS24725,BAB1_1852,glutamate 5-kinase
3801,NC_007618.1,gene,1790570,1791595,-,protein_coding,obgE,BAB_RS24730,BAB1_1853,GTPase ObgE
3803,NC_007618.1,gene,1791851,1792624,-,protein_coding,BAB_RS24735,BAB_RS24735,NA,hypothetical protein
3805,NC_007618.1,gene,1792966,1793523,-,protein_coding,BAB_RS24740,BAB_RS24740,BAB1_1855,N-acetyltransferase
3807,NC_007618.1,gene,1793577,1794227,-,protein_coding,BAB_RS24745,BAB_RS24745,BAB1_1856,N-acetyltransferase
3809,NC_007618.1,gene,1794348,1794617,-,protein_coding,BAB_RS24750,BAB_RS24750,BAB1_1857,50S ribosomal protein L27
3811,NC_007618.1,gene,1794643,1795071,-,protein_coding,BAB_RS24755,BAB_RS24755,BAB1_1858,50S ribosomal protein L21
3813,NC_007618.1,gene,1795424,1795513,+,tRNA,BAB_RS24760,BAB_RS24760,BAB1_2227,NA
3816,NC_007618.1,gene,1795781,1796467,+,protein_coding,BAB_RS24765,BAB_RS24765,BAB1_1859,IS6 family transposase IS2020
3818,NC_007618.1,gene,1796708,1798636,+,protein_coding,BAB_RS24770,BAB_RS24770,BAB1_1860,helix-turn-helix domain-containing protein
3820,NC_007618.1,gene,1798633,1799307,+,protein_coding,BAB_RS24775,BAB_RS24775,BAB1_1861,branched-chain amino acid ABC transporter permease
3822,NC_007618.1,gene,1799307,1799645,+,protein_coding,BAB_RS32900,BAB_RS32900,NA,AzlD domain-containing protein
3824,NC_007618.1,gene,1799866,1800552,-,protein_coding,BAB_RS24780,BAB_RS24780,BAB1_1863,IS6 family transposase IS2020
3826,NC_007618.1,gene,1800663,1802102,-,protein_coding,BAB_RS24785,BAB_RS24785,BAB1_1864,hypothetical protein
3828,NC_007618.1,gene,1802278,1802952,-,protein_coding,BAB_RS24790,BAB_RS24790,BAB1_1865,hypothetical protein
3830,NC_007618.1,gene,1803463,1803539,-,tRNA,BAB_RS24795,BAB_RS24795,BAB1_2228,NA
3833,NC_007618.1,gene,1803646,1803760,-,rRNA,rrf,BAB_RS24800,BAB1_2229,NA
3836,NC_007618.1,gene,1803965,1806887,-,rRNA,BAB_RS24805,BAB_RS24805,BAB1_2230,NA
3839,NC_007618.1,gene,1806931,1807173,+,protein_coding,BAB_RS24810,BAB_RS24810,NA,hypothetical protein
3841,NC_007618.1,gene,1807204,1807279,-,tRNA,BAB_RS24815,BAB_RS24815,BAB1_2231,NA
3844,NC_007618.1,gene,1807293,1807369,-,tRNA,BAB_RS24820,BAB_RS24820,BAB1_2232,NA
3847,NC_007618.1,gene,1807644,1809136,-,rRNA,BAB_RS24825,BAB_RS24825,BAB1_2233,NA
3850,NC_007618.1,gene,1810088,1812043,+,protein_coding,BAB_RS24830,BAB_RS24830,BAB1_1866,M23 family peptidase
3852,NC_007618.1,gene,1812111,1813544,-,protein_coding,BAB_RS24835,BAB_RS24835,BAB1_1867,L%2CD-transpeptidase
3854,NC_007618.1,gene,1813608,1813859,+,protein_coding,BAB_RS32905,BAB_RS32905,NA,hypothetical protein
3856,NC_007618.1,gene,1814011,1816635,-,protein_coding,BAB_RS24840,BAB_RS24840,BAB1_1868,ATP-dependent chaperone ClpB
3858,NC_007618.1,gene,1816834,1817619,-,protein_coding,BAB_RS24845,BAB_RS24845,BAB1_1869,DUF4167 domain-containing protein
3860,NC_007618.1,gene,1817573,1817845,-,protein_coding,BAB_RS32910,BAB_RS32910,BAB1_1870,hypothetical protein
3862,NC_007618.1,gene,1818037,1818924,-,protein_coding,BAB_RS24850,BAB_RS24850,BAB1_1871,peptide chain release factor N(5)-glutamine methyltransferase
3864,NC_007618.1,gene,1818921,1820000,-,protein_coding,BAB_RS24855,BAB_RS24855,BAB1_1872,peptide chain release factor 1
3866,NC_007618.1,gene,1820197,1822467,-,protein_coding,BAB_RS24860,BAB_RS24860,BAB1_1873,phosphoenolpyruvate--protein phosphotransferase
3868,NC_007618.1,gene,1822795,1824066,-,protein_coding,BAB_RS24865,BAB_RS24865,BAB1_1874,aspartate kinase
3870,NC_007618.1,gene,1824284,1825030,+,protein_coding,BAB_RS24870,BAB_RS24870,BAB1_1875,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase
3872,NC_007618.1,gene,1824980,1825927,-,protein_coding,BAB_RS24875,BAB_RS24875,NA,EamA/RhaT family transporter
3874,NC_007618.1,gene,1825955,1826380,-,protein_coding,BAB_RS24880,BAB_RS24880,BAB1_1877,DUF1178 domain-containing protein
3876,NC_007618.1,gene,1826386,1827240,-,protein_coding,BAB_RS24885,BAB_RS24885,BAB1_1878,carbon-nitrogen hydrolase family protein
3878,NC_007618.1,gene,1827251,1827517,-,protein_coding,BAB_RS24890,BAB_RS24890,BAB1_1879,glutaredoxin 3
3880,NC_007618.1,gene,1827601,1828389,-,protein_coding,BAB_RS24895,BAB_RS24895,BAB1_1880,ComF family protein
3882,NC_007618.1,gene,1828572,1829465,+,protein_coding,BAB_RS24900,BAB_RS24900,BAB1_1881,methyltransferase domain-containing protein
3884,NC_007618.1,gene,1829604,1830842,+,protein_coding,BAB_RS24905,BAB_RS24905,BAB1_1882,MFS transporter
3886,NC_007618.1,pseudogene,1830868,1831347,-,pseudogene,BAB_RS32915,BAB_RS32915,NA,hypothetical protein
3888,NC_007618.1,gene,1831763,1833334,-,protein_coding,BAB_RS24920,BAB_RS24920,BAB1_1884,heme biosynthesis protein HemY
3890,NC_007618.1,gene,1833347,1834723,-,protein_coding,BAB_RS24925,BAB_RS24925,BAB1_1885,hypothetical protein
3892,NC_007618.1,gene,1834806,1835513,-,protein_coding,BAB_RS24930,BAB_RS24930,BAB1_1886,uroporphyrinogen III methyltransferase
3894,NC_007618.1,gene,1835537,1836481,-,protein_coding,BAB_RS24935,BAB_RS24935,BAB1_1887,hydroxymethylbilane synthase
3896,NC_007618.1,gene,1836600,1837679,+,protein_coding,BAB_RS24940,BAB_RS24940,BAB1_1888,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
3898,NC_007618.1,gene,1837676,1838656,+,protein_coding,BAB_RS24945,BAB_RS24945,BAB1_1889,glycerol-3-phosphate dehydrogenase (NAD(P)(+))
3900,NC_007618.1,gene,1838658,1838948,+,protein_coding,BAB_RS24950,BAB_RS24950,BAB1_1890,hypothetical protein
3902,NC_007618.1,gene,1838961,1839389,+,protein_coding,BAB_RS24955,BAB_RS24955,BAB1_1891,EVE domain-containing protein
3904,NC_007618.1,gene,1839389,1840045,+,protein_coding,BAB_RS24960,BAB_RS24960,BAB1_1892,methyltransferase
3906,NC_007618.1,gene,1840091,1840948,-,protein_coding,BAB_RS24965,BAB_RS24965,BAB1_1893,EamA/RhaT family transporter
3908,NC_007618.1,gene,1841076,1842557,+,protein_coding,BAB_RS24970,BAB_RS24970,BAB1_1894,PLP-dependent aminotransferase family protein
3910,NC_007618.1,gene,1842619,1845183,-,protein_coding,BAB_RS24975,BAB_RS24975,NA,DNA translocase FtsK
3912,NC_007618.1,gene,1845393,1846694,-,protein_coding,BAB_RS24980,BAB_RS24980,BAB1_1896,ammonium transporter
3914,NC_007618.1,gene,1846917,1847819,-,protein_coding,BAB_RS24985,BAB_RS24985,BAB1_1897,acyl-CoA thioesterase II
3916,NC_007618.1,gene,1848039,1849283,+,protein_coding,BAB_RS24990,BAB_RS24990,BAB1_1898,2-octaprenyl-6-methoxyphenyl hydroxylase
3918,NC_007618.1,gene,1849369,1849740,-,protein_coding,BAB_RS24995,BAB_RS24995,BAB1_1899,VOC family protein
3920,NC_007618.1,gene,1849739,1850140,+,protein_coding,BAB_RS32920,BAB_RS32920,NA,hypothetical protein
3922,NC_007618.1,gene,1850109,1850888,-,protein_coding,BAB_RS25000,BAB_RS25000,BAB1_1900,succinate dehydrogenase iron-sulfur subunit
3924,NC_007618.1,gene,1850904,1852745,-,protein_coding,BAB_RS25005,BAB_RS25005,BAB1_1901,succinate dehydrogenase flavoprotein subunit
3926,NC_007618.1,gene,1852753,1853148,-,protein_coding,BAB_RS25010,BAB_RS25010,BAB1_1902,succinate dehydrogenase%2C hydrophobic membrane anchor protein
3928,NC_007618.1,gene,1853162,1853560,-,protein_coding,BAB_RS25015,BAB_RS25015,BAB1_1903,succinate dehydrogenase%2C cytochrome b556 subunit
3930,NC_007618.1,gene,1853602,1853796,+,protein_coding,BAB_RS32925,BAB_RS32925,NA,hypothetical protein
3932,NC_007618.1,gene,1853905,1854363,-,protein_coding,BAB_RS25020,BAB_RS25020,BAB1_1904,GNAT family N-acetyltransferase
3934,NC_007618.1,gene,1854620,1856029,-,protein_coding,BAB_RS25025,BAB_RS25025,BAB1_1905,3-isopropylmalate dehydratase large subunit
3936,NC_007618.1,gene,1856240,1856677,-,protein_coding,BAB_RS25030,BAB_RS25030,BAB1_1906,50S ribosomal protein L19
3938,NC_007618.1,pseudogene,1857185,1858430,+,pseudogene,BAB_RS25035,BAB_RS25035,NA,allantoin permease
3940,NC_007618.1,gene,1858583,1858834,-,protein_coding,BAB_RS25040,BAB_RS25040,BAB1_1909,hypothetical protein
3942,NC_007618.1,gene,1858831,1859241,-,protein_coding,BAB_RS25045,BAB_RS25045,BAB1_1910,hypothetical protein
3944,NC_007618.1,gene,1859234,1859596,-,protein_coding,BAB_RS25050,BAB_RS25050,BAB1_1911,antibiotic biosynthesis monooxygenase
3946,NC_007618.1,gene,1859593,1859916,-,protein_coding,BAB_RS25055,BAB_RS25055,BAB1_1912,NIPSNAP family protein
3948,NC_007618.1,gene,1859987,1860652,+,protein_coding,BAB_RS25060,BAB_RS25060,BAB1_1913,ArsR family transcriptional regulator
3950,NC_007618.1,gene,1860787,1861521,-,protein_coding,BAB_RS25065,BAB_RS25065,BAB1_1914,tRNA (guanosine(37)-N1)-methyltransferase TrmD
3952,NC_007618.1,gene,1861518,1862087,-,protein_coding,BAB_RS25070,BAB_RS25070,BAB1_1915,ribosome maturation factor RimM
3954,NC_007618.1,gene,1862311,1863258,+,protein_coding,BAB_RS25075,BAB_RS25075,BAB1_1916,tyrosine recombinase XerC
3956,NC_007618.1,gene,1863312,1864313,+,protein_coding,BAB_RS25080,BAB_RS25080,BAB1_1917,GumN family protein
3958,NC_007618.1,gene,1864517,1865920,-,protein_coding,BAB_RS25085,BAB_RS25085,BAB1_1918,dihydrolipoyl dehydrogenase
3960,NC_007618.1,gene,1866089,1866631,-,protein_coding,BAB_RS25090,BAB_RS25090,BAB1_1919,hypothetical protein
3962,NC_007618.1,gene,1866702,1867340,-,protein_coding,BAB_RS25095,BAB_RS25095,BAB1_1920,LysE family translocator
3964,NC_007618.1,gene,1867382,1867795,-,protein_coding,BAB_RS25100,BAB_RS25100,BAB1_1921,membrane protein
3966,NC_007618.1,gene,1867805,1869031,-,protein_coding,BAB_RS25105,BAB_RS25105,BAB1_1922,dihydrolipoyllysine-residue succinyltransferase
3968,NC_007618.1,gene,1869093,1872107,-,protein_coding,BAB_RS25110,BAB_RS25110,BAB1_1923,2-oxoglutarate dehydrogenase subunit E1
3970,NC_007618.1,gene,1872385,1873287,-,protein_coding,BAB_RS25115,BAB_RS25115,BAB1_1925,succinate--CoA ligase subunit alpha
3972,NC_007618.1,gene,1873291,1874487,-,protein_coding,BAB_RS25120,BAB_RS25120,BAB1_1926,succinyl-CoA ligase subunit beta
3974,NC_007618.1,gene,1874594,1875556,-,protein_coding,BAB_RS25125,BAB_RS25125,BAB1_1927,malate dehydrogenase
3976,NC_007618.1,gene,1875676,1875918,-,protein_coding,BAB_RS32930,BAB_RS32930,BAB1_1928,hypothetical protein
3978,NC_007618.1,gene,1876024,1877235,-,protein_coding,BAB_RS25130,BAB_RS25130,BAB1_1929,cell division protein ZapE
3980,NC_007618.1,gene,1877307,1877840,-,protein_coding,BAB_RS25135,BAB_RS25135,BAB1_1930,hypothetical protein
3982,NC_007618.1,gene,1877970,1878173,-,protein_coding,BAB_RS32935,BAB_RS32935,BAB1_1931,hypothetical protein
3984,NC_007618.1,gene,1878204,1879115,+,protein_coding,BAB_RS25140,BAB_RS25140,BAB1_1932,diaminopimelate epimerase
3986,NC_007618.1,gene,1879115,1880398,+,protein_coding,BAB_RS25145,BAB_RS25145,BAB1_1933,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB
3988,NC_007618.1,gene,1880420,1881817,+,protein_coding,BAB_RS25150,BAB_RS25150,BAB1_1934,signal recognition particle-docking protein FtsY
3990,NC_007618.1,gene,1881817,1882479,+,protein_coding,BAB_RS25155,BAB_RS25155,BAB1_1935,intracellular septation protein A
3992,NC_007618.1,gene,1882503,1883285,+,protein_coding,BAB_RS25160,BAB_RS25160,BAB1_1936,hydroxyacylglutathione hydrolase
3994,NC_007618.1,gene,1883332,1883694,+,protein_coding,BAB_RS32940,BAB_RS32940,BAB1_1937,hypothetical protein
3996,NC_007618.1,gene,1883598,1883825,+,protein_coding,BAB_RS25165,BAB_RS25165,NA,hypothetical protein
3998,NC_007618.1,gene,1883890,1884195,-,protein_coding,BAB_RS25170,BAB_RS25170,BAB1_1939,hypothetical protein
4000,NC_007618.1,gene,1884308,1884724,-,protein_coding,BAB_RS25175,BAB_RS25175,BAB1_1940,(deoxy)nucleoside triphosphate pyrophosphohydrolase
4002,NC_007618.1,gene,1884721,1885479,-,protein_coding,BAB_RS25180,BAB_RS25180,BAB1_1941,N-acetyltransferase
4004,NC_007618.1,gene,1885570,1886811,-,protein_coding,BAB_RS25185,BAB_RS25185,BAB1_1942,bifunctional glutamate N-acetyltransferase/amino-acid N-acetyltransferase
4006,NC_007618.1,gene,1887249,1888244,-,protein_coding,BAB_RS25190,BAB_RS25190,BAB1_1944,peptidylprolyl isomerase
4008,NC_007618.1,gene,1888245,1888391,+,protein_coding,BAB_RS25195,BAB_RS25195,NA,hypothetical protein
4010,NC_007618.1,gene,1888583,1891303,+,protein_coding,BAB_RS25200,BAB_RS25200,BAB1_1946,protein translocase subunit SecA
4012,NC_007618.1,gene,1891607,1891813,+,protein_coding,BAB_RS25205,BAB_RS25205,NA,hypothetical protein
4014,NC_007618.1,gene,1891813,1893099,+,protein_coding,BAB_RS25210,BAB_RS25210,BAB1_1948,GNAT family N-acetyltransferase
4016,NC_007618.1,pseudogene,1893268,1894900,+,pseudogene,BAB_RS32945,BAB_RS32945,NA,phosphoethanolamine transferase
4018,NC_007618.1,gene,1895536,1895620,+,tRNA,BAB_RS25230,BAB_RS25230,BAB1_2234,NA
4021,NC_007618.1,gene,1895735,1895935,-,protein_coding,BAB_RS25235,BAB_RS25235,BAB1_1952,hypothetical protein
4023,NC_007618.1,gene,1896056,1897039,-,protein_coding,BAB_RS25240,BAB_RS25240,BAB1_1953,LysR family transcriptional regulator
4025,NC_007618.1,gene,1897079,1897264,-,protein_coding,BAB_RS32950,BAB_RS32950,NA,hypothetical protein
4027,NC_007618.1,gene,1897330,1898175,+,protein_coding,BAB_RS25245,BAB_RS25245,BAB1_1954,amino acid ABC transporter substrate-binding protein
4029,NC_007618.1,gene,1898461,1898961,+,protein_coding,BAB_RS25250,BAB_RS25250,NA,amino acid ABC transporter permease
4031,NC_007618.1,gene,1898966,1899688,+,protein_coding,BAB_RS25255,BAB_RS25255,BAB1_1956,amino acid ABC transporter permease
4033,NC_007618.1,gene,1899685,1900500,+,protein_coding,BAB_RS25260,BAB_RS25260,BAB1_1957,amino acid ABC transporter ATP-binding protein
4035,NC_007618.1,gene,1900521,1901534,+,protein_coding,BAB_RS25265,BAB_RS25265,BAB1_1958,arginase
4037,NC_007618.1,gene,1901543,1902994,+,protein_coding,BAB_RS25270,BAB_RS25270,BAB1_1959,aspartate ammonia-lyase
4039,NC_007618.1,gene,1902978,1903733,+,protein_coding,glnQ,BAB_RS25275,BAB1_1960,amino acid ABC transporter ATP-binding protein
4041,NC_007618.1,gene,1903742,1904740,+,protein_coding,BAB_RS25280,BAB_RS25280,BAB1_1961,asparaginase
4043,NC_007618.1,gene,1904877,1905560,-,protein_coding,BAB_RS25285,BAB_RS25285,BAB1_1962,GntR family transcriptional regulator
4045,NC_007618.1,pseudogene,1905584,1906572,-,pseudogene,BAB_RS25290,BAB_RS25290,BAB1_1963,L-asparaginase
4047,NC_007618.1,gene,1906650,1907957,+,protein_coding,BAB_RS25295,BAB_RS25295,BAB1_1964,MFS transporter
4049,NC_007618.1,gene,1908643,1909926,-,protein_coding,BAB_RS25300,BAB_RS25300,BAB1_1966,methionine gamma-lyase
4051,NC_007618.1,gene,1910106,1910555,-,protein_coding,BAB_RS25305,BAB_RS25305,BAB1_1967,universal stress protein
4053,NC_007618.1,gene,1910802,1911779,+,protein_coding,BAB_RS25310,BAB_RS25310,BAB1_1968,cysteine synthase A
4055,NC_007618.1,gene,1912270,1913145,-,protein_coding,BAB_RS25315,BAB_RS25315,BAB1_1970,3-hydroxybutyryl-CoA dehydrogenase
4057,NC_007618.1,gene,1913274,1913507,-,protein_coding,BAB_RS32955,BAB_RS32955,NA,hypothetical protein
4059,NC_007618.1,gene,1913618,1914547,-,protein_coding,BAB_RS25320,BAB_RS25320,BAB1_1971,electron transfer flavoprotein subunit alpha/FixB family protein
