,seqname,feature,start,end,strand,gene_biotype,Name,locus_tag,old_locus_tag,product
3541,NC_003317.1,gene,1681331,1681960,+,protein_coding,BME_RS08120,BME_RS08120,BMEI1631,TetR family transcriptional regulator
3543,NC_003317.1,gene,1682311,1684056,+,protein_coding,BME_RS08125,BME_RS08125,BMEI1632,long-chain-fatty-acid--CoA ligase
3545,NC_003317.1,pseudogene,1684082,1684952,+,pseudogene,BME_RS08135,BME_RS08135,BMEI1633,esterase
3547,NC_003317.1,gene,1684925,1685674,-,protein_coding,BME_RS08140,BME_RS08140,BMEI1634,HAD family hydrolase
3549,NC_003317.1,gene,1685671,1686732,-,protein_coding,BME_RS08145,BME_RS08145,BMEI1635,peptidase M14
3551,NC_003317.1,gene,1686968,1688617,-,protein_coding,BME_RS08150,BME_RS08150,BMEI1636,glucose-6-phosphate isomerase
3553,NC_003317.1,gene,1688768,1689220,+,protein_coding,BME_RS08155,BME_RS08155,BMEI1637,carbon monoxide dehydrogenase
3555,NC_003317.1,gene,1689408,1690904,+,protein_coding,BME_RS08160,BME_RS08160,BMEI1638,FAD-dependent oxidoreductase
3557,NC_003317.1,gene,1690908,1692218,+,protein_coding,BME_RS08165,BME_RS08165,BMEI1639,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
3559,NC_003317.1,gene,1692263,1692652,-,protein_coding,BME_RS08170,BME_RS08170,BMEI1640,NUDIX domain-containing protein
3561,NC_003317.1,pseudogene,1692649,1693332,-,pseudogene,BME_RS08175,BME_RS08175,NA,TetR family transcriptional regulator
3563,NC_003317.1,gene,1693551,1694798,+,protein_coding,BME_RS08180,BME_RS08180,BMEI1643,Zn-dependent hydrolase
3565,NC_003317.1,gene,1694850,1696319,+,protein_coding,BME_RS08185,BME_RS08185,BMEI1644,dihydropyrimidinase
3567,NC_003317.1,gene,1696442,1699573,-,protein_coding,BME_RS08190,BME_RS08190,BMEI1645,AcrB/AcrD/AcrF family protein
3569,NC_003317.1,gene,1699588,1700739,-,protein_coding,BME_RS08195,BME_RS08195,BMEI1646,efflux RND transporter periplasmic adaptor subunit
3571,NC_003317.1,gene,1700699,1701007,+,protein_coding,BME_RS16650,BME_RS16650,BMEI1647,hypothetical protein
3573,NC_003317.1,gene,1701096,1702649,+,protein_coding,BME_RS08200,BME_RS08200,BMEI1648,sensor histidine kinase
3575,NC_003317.1,gene,1702809,1702885,+,tRNA,BME_RS08205,BME_RS08205,BMEIt36,NA
3578,NC_003317.1,gene,1703006,1703632,-,protein_coding,BME_RS08210,BME_RS08210,BMEI1649,Urease accessory protein UreG 1
3580,NC_003317.1,gene,1703629,1704315,-,protein_coding,BME_RS08215,BME_RS08215,BMEI1650,Urease accessory protein UreF 2
3582,NC_003317.1,gene,1704287,1704802,-,protein_coding,BME_RS08220,BME_RS08220,BMEI1651,Urease accessory protein UreE 1
3584,NC_003317.1,gene,1704818,1706530,-,protein_coding,BME_RS08225,BME_RS08225,BMEI1652,urease subunit alpha 1
3586,NC_003317.1,gene,1706549,1706854,-,protein_coding,BME_RS08230,BME_RS08230,BMEI1653,urease subunit beta
3588,NC_003317.1,pseudogene,1707021,1707324,-,pseudogene,BME_RS08240,BME_RS08240,BMEI1654,urease subunit gamma
3590,NC_003317.1,gene,1707477,1708319,-,protein_coding,BME_RS08245,BME_RS08245,BMEI1655,urease accessory protein ureD 1
3592,NC_003317.1,gene,1708913,1709302,-,protein_coding,BME_RS08250,BME_RS08250,BMEI1656,hypothetical protein
3594,NC_003317.1,gene,1709386,1709646,+,protein_coding,BME_RS08255,BME_RS08255,BMEI1657,XRE family transcriptional regulator
3596,NC_003317.1,gene,1709760,1710044,+,protein_coding,BME_RS16655,BME_RS16655,BMEI1658,hypothetical protein
3598,NC_003317.1,gene,1710501,1710719,-,protein_coding,BME_RS16660,BME_RS16660,NA,hypothetical protein
3600,NC_003317.1,pseudogene,1710657,1710883,+,pseudogene,BME_RS16665,BME_RS16665,BMEI1659,hypothetical protein
3602,NC_003317.1,gene,1711347,1712711,-,protein_coding,BME_RS08260,BME_RS08260,BMEI1660,hypothetical protein
3604,NC_003317.1,gene,1713088,1713753,-,protein_coding,BME_RS08265,BME_RS08265,BMEI1661,recombinase family protein
3606,NC_003317.1,gene,1713892,1714251,+,protein_coding,BME_RS16670,BME_RS16670,BMEI1662,hypothetical protein
3608,NC_003317.1,pseudogene,1714140,1714470,-,pseudogene,BME_RS16675,BME_RS16675,NA,hypothetical protein
3610,NC_003317.1,gene,1714483,1714905,-,protein_coding,BME_RS08270,BME_RS08270,BMEI1663,hypothetical protein
3612,NC_003317.1,gene,1715000,1716766,-,protein_coding,BME_RS08275,BME_RS08275,BMEI1664,integrase
3614,NC_003317.1,gene,1716846,1716920,-,tRNA,BME_RS08280,BME_RS08280,BMEIt37,NA
3617,NC_003317.1,gene,1717009,1717248,+,protein_coding,BME_RS08285,BME_RS08285,NA,hypothetical protein
3619,NC_003317.1,gene,1717471,1718760,+,protein_coding,BME_RS08290,BME_RS08290,BMEI1666,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
3621,NC_003317.1,gene,1719031,1719471,+,protein_coding,BME_RS08295,BME_RS08295,BMEI1667,DUF2948 domain-containing protein
3623,NC_003317.1,gene,1719546,1720838,+,protein_coding,BME_RS08300,BME_RS08300,BMEI1668,histidinol dehydrogenase
3625,NC_003317.1,gene,1720845,1721327,+,protein_coding,BME_RS08305,BME_RS08305,BMEI1669,UPF0262 family protein
3627,NC_003317.1,gene,1721334,1721807,+,protein_coding,BME_RS08310,BME_RS08310,BMEI1670,low molecular weight phosphatase family protein
3629,NC_003317.1,gene,1721919,1722137,+,protein_coding,BME_RS08315,BME_RS08315,NA,translation initiation factor IF-1
3631,NC_003317.1,gene,1722171,1722797,+,protein_coding,BME_RS08320,BME_RS08320,BMEI1672,septum formation inhibitor Maf
3633,NC_003317.1,gene,1722807,1723022,+,protein_coding,BME_RS08325,BME_RS08325,BMEI1673,DNA gyrase inhibitor YacG
3635,NC_003317.1,gene,1723207,1723282,+,tRNA,BME_RS08330,BME_RS08330,BMEIt38,NA
3638,NC_003317.1,gene,1724002,1724829,+,protein_coding,BME_RS08335,BME_RS08335,BMEI1674,toll/interleukin-1 receptor domain-containing protein
3640,NC_003317.1,gene,1724950,1725186,-,protein_coding,BME_RS16680,BME_RS16680,BMEI1675,hypothetical protein
3642,NC_003317.1,gene,1725134,1725547,-,protein_coding,BME_RS08340,BME_RS08340,NA,hypothetical protein
3644,NC_003317.1,gene,1725529,1726137,-,protein_coding,BME_RS08345,BME_RS08345,BMEI1676,hypothetical protein
3646,NC_003317.1,gene,1726408,1726947,-,protein_coding,BME_RS08350,BME_RS08350,BMEI1677,hypothetical protein
3648,NC_003317.1,gene,1726944,1727234,-,protein_coding,BME_RS08355,BME_RS08355,BMEI1678,hypothetical protein
3650,NC_003317.1,gene,1727300,1727527,-,protein_coding,BME_RS08360,BME_RS08360,BMEI1679,hypothetical protein
3652,NC_003317.1,gene,1727623,1727868,+,protein_coding,BME_RS08365,BME_RS08365,BMEI1680,XRE family transcriptional regulator
3654,NC_003317.1,gene,1727932,1728408,+,protein_coding,BME_RS08370,BME_RS08370,BMEI1681,abortive infection protein
3656,NC_003317.1,gene,1728405,1728890,+,protein_coding,BME_RS16685,BME_RS16685,BMEI1682,abortive phage infection protein
3658,NC_003317.1,gene,1729275,1729823,-,protein_coding,BME_RS08375,BME_RS08375,BMEI1683,ImmA/IrrE family metallo-endopeptidase
3660,NC_003317.1,gene,1729820,1730176,-,protein_coding,BME_RS08380,BME_RS08380,NA,transcriptional regulator
3662,NC_003317.1,pseudogene,1730396,1731023,-,pseudogene,BME_RS16690,BME_RS16690,NA,ligand-binding protein SH3
3664,NC_003317.1,gene,1731087,1731293,-,protein_coding,BME_RS08390,BME_RS08390,BMEI1687,hypothetical protein
3666,NC_003317.1,gene,1731290,1731880,-,protein_coding,BME_RS08395,BME_RS08395,BMEI1688,hypothetical protein
3668,NC_003317.1,gene,1731871,1732350,-,protein_coding,BME_RS16695,BME_RS16695,BMEI1689,hypothetical protein
3670,NC_003317.1,gene,1732392,1732697,-,protein_coding,BME_RS08400,BME_RS08400,BMEI1690,hypothetical protein
3672,NC_003317.1,gene,1732733,1732915,+,protein_coding,BME_RS08405,BME_RS08405,NA,hypothetical protein
3674,NC_003317.1,gene,1732898,1734943,-,protein_coding,BME_RS08410,BME_RS08410,BMEI1691,hypothetical protein
3676,NC_003317.1,gene,1734940,1737060,-,protein_coding,BME_RS08415,BME_RS08415,BMEI1692,flagellar protein FlgJ
3678,NC_003317.1,gene,1737368,1738384,-,protein_coding,BME_RS08425,BME_RS08425,BMEI1694,winged helix-turn-helix domain-containing protein
3680,NC_003317.1,gene,1738538,1739125,-,protein_coding,BME_RS08435,BME_RS08435,BMEI1695,hypothetical protein
3682,NC_003317.1,gene,1739125,1740654,-,protein_coding,BME_RS08440,BME_RS08440,BMEI1696,DUF3987 domain-containing protein
3684,NC_003317.1,gene,1740651,1741532,-,protein_coding,BME_RS08445,BME_RS08445,BMEI1697,hypothetical protein
3686,NC_003317.1,gene,1741529,1741843,-,protein_coding,BME_RS16700,BME_RS16700,BMEI1698,hypothetical protein
3688,NC_003317.1,gene,1741840,1742049,-,protein_coding,BME_RS16705,BME_RS16705,BMEI1699,hypothetical protein
3690,NC_003317.1,gene,1742050,1742268,-,protein_coding,BME_RS08450,BME_RS08450,BMEI1700,AlpA family transcriptional regulator
3692,NC_003317.1,gene,1742336,1742782,-,protein_coding,BME_RS08455,BME_RS08455,NA,hypothetical protein
3694,NC_003317.1,gene,1742779,1743975,-,protein_coding,BME_RS08460,BME_RS08460,BMEI1702,site-specific integrase
3696,NC_003317.1,gene,1744147,1744464,+,protein_coding,BME_RS16710,BME_RS16710,BMEI1703,hypothetical protein
3698,NC_003317.1,gene,1744547,1744948,-,protein_coding,BME_RS16715,BME_RS16715,BMEI1704,hypothetical protein
3700,NC_003317.1,gene,1744934,1745131,+,protein_coding,BME_RS08465,BME_RS08465,BMEI1705,hypothetical protein
3702,NC_003317.1,gene,1745166,1745717,+,protein_coding,BME_RS08470,BME_RS08470,BMEI1706,hypothetical protein
3704,NC_003317.1,gene,1746116,1747393,-,protein_coding,BME_RS08475,BME_RS08475,BMEI1707,L-fuconate dehydratase
3706,NC_003317.1,gene,1747407,1748252,-,protein_coding,BME_RS08480,BME_RS08480,BMEI1708,FAA hydrolase family protein
3708,NC_003317.1,gene,1748293,1749027,-,protein_coding,BME_RS08485,BME_RS08485,BMEI1709,NAD(P)-dependent oxidoreductase
3710,NC_003317.1,gene,1749132,1750211,-,protein_coding,BME_RS08495,BME_RS08495,BMEI1710,gfo/Idh/MocA family oxidoreductase
3712,NC_003317.1,gene,1750204,1750548,-,protein_coding,BME_RS08500,BME_RS08500,BMEI1711,L-rhamnose mutarotase
3714,NC_003317.1,gene,1750545,1751663,-,protein_coding,BME_RS08505,BME_RS08505,BMEI1712,mandelate racemase/muconate lactonizing enzyme family protein
3716,NC_003317.1,gene,1751666,1752757,-,protein_coding,BME_RS08510,BME_RS08510,BMEI1713,ABC transporter ATP-binding protein
3718,NC_003317.1,gene,1752765,1753640,-,protein_coding,BME_RS08515,BME_RS08515,BMEI1714,carbohydrate ABC transporter permease
3720,NC_003317.1,gene,1753643,1754536,-,protein_coding,BME_RS08520,BME_RS08520,BMEI1715,sugar ABC transporter permease
3722,NC_003317.1,gene,1754627,1755946,-,protein_coding,BME_RS08525,BME_RS08525,BMEI1716,sugar ABC transporter substrate-binding protein
3724,NC_003317.1,gene,1756104,1756898,+,protein_coding,BME_RS08530,BME_RS08530,BMEI1717,IclR family transcriptional regulator
3726,NC_003317.1,gene,1756956,1757804,+,protein_coding,BME_RS08535,BME_RS08535,BMEI1718,amidohydrolase
3728,NC_003317.1,gene,1757857,1758411,-,protein_coding,BME_RS08540,BME_RS08540,BMEI1719,sarcosine oxidase subunit gamma
3730,NC_003317.1,gene,1758422,1761421,-,protein_coding,BME_RS08545,BME_RS08545,BMEI1720,sarcosine oxidase subunit alpha
3732,NC_003317.1,gene,1761421,1761726,-,protein_coding,BME_RS08550,BME_RS08550,BMEI1721,sarcosine oxidase subunit delta family protein
3734,NC_003317.1,gene,1761745,1762998,-,protein_coding,BME_RS08555,BME_RS08555,BMEI1722,sarcosine oxidase subunit beta family protein
3736,NC_003317.1,gene,1763325,1764590,+,protein_coding,BME_RS08560,BME_RS08560,BMEI1723,Glu/Leu/Phe/Val dehydrogenase
3738,NC_003317.1,gene,1764894,1765544,+,protein_coding,BME_RS08565,BME_RS08565,BMEI1724,DUF1794 domain-containing protein
3740,NC_003317.1,gene,1765715,1766644,+,protein_coding,BME_RS08570,BME_RS08570,BMEI1725,ABC transporter substrate-binding protein
3742,NC_003317.1,gene,1766666,1767877,+,protein_coding,BME_RS08575,BME_RS08575,BMEI1726,ABC transporter permease
3744,NC_003317.1,gene,1767874,1768812,+,protein_coding,BME_RS08580,BME_RS08580,NA,ABC transporter ATP-binding protein
3746,NC_003317.1,gene,1768809,1769555,+,protein_coding,BME_RS08585,BME_RS08585,BMEI1728,ABC transporter permease
3748,NC_003317.1,gene,1769661,1769936,+,protein_coding,BME_RS08590,BME_RS08590,BMEI1729,MerR family DNA-binding transcriptional regulator
3750,NC_003317.1,gene,1769916,1772396,-,protein_coding,BME_RS08595,BME_RS08595,BMEI1730,copper-translocating P-type ATPase
3752,NC_003317.1,gene,1772495,1774606,-,protein_coding,BME_RS08600,BME_RS08600,BMEI1731,bifunctional diguanylate cyclase/phosphodiesterase
3755,NC_003317.1,gene,1775035,1775910,+,protein_coding,BME_RS08605,BME_RS08605,BMEI1732,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
3757,NC_003317.1,gene,1775910,1776914,+,protein_coding,BME_RS08610,BME_RS08610,BMEI1733,glycine oxidase ThiO
3759,NC_003317.1,gene,1776911,1777108,+,protein_coding,BME_RS08615,BME_RS08615,BMEI1734,thiamine biosynthesis protein ThiS
3761,NC_003317.1,gene,1777110,1777880,+,protein_coding,BME_RS08620,BME_RS08620,BMEI1735,thiazole synthase
3763,NC_003317.1,gene,1777877,1778488,+,protein_coding,BME_RS08625,BME_RS08625,BMEI1736,thiamine phosphate synthase
3765,NC_003317.1,gene,1778512,1779480,+,protein_coding,BME_RS08630,BME_RS08630,BMEI1737,ABC transporter ATP-binding protein
3767,NC_003317.1,gene,1779477,1780175,+,protein_coding,BME_RS08635,BME_RS08635,BMEI1738,thiaminase II
3769,NC_003317.1,pseudogene,1780172,1780947,+,pseudogene,BME_RS08640,BME_RS08640,BMEI1739,ABC transporter permease
3771,NC_003317.1,gene,1780992,1782425,-,protein_coding,BME_RS08645,BME_RS08645,BMEI1740,aldehyde dehydrogenase family protein
3773,NC_003317.1,gene,1782728,1782928,-,protein_coding,BME_RS16720,BME_RS16720,BMEI1741,hypothetical protein
3775,NC_003317.1,pseudogene,1783046,1784844,+,pseudogene,BME_RS08650,BME_RS08650,NA,multidrug ABC transporter ATP-binding protein
3777,NC_003317.1,gene,1784936,1785958,-,protein_coding,BME_RS08655,BME_RS08655,BMEI1744,LacI family DNA-binding transcriptional regulator
3779,NC_003317.1,gene,1786020,1786379,-,protein_coding,BME_RS08660,BME_RS08660,BMEI1745,DUF779 domain-containing protein
3781,NC_003317.1,gene,1786443,1787468,-,protein_coding,BME_RS08665,BME_RS08665,BMEI1746,zinc-dependent alcohol dehydrogenase
3783,NC_003317.1,gene,1787949,1789466,-,protein_coding,BME_RS08670,BME_RS08670,BMEI1747,aldehyde dehydrogenase family protein
3785,NC_003317.1,gene,1789615,1790583,-,protein_coding,BME_RS08675,BME_RS08675,BMEI1748,sigma-54-dependent Fis family transcriptional regulator
3787,NC_003317.1,gene,1790802,1792304,-,protein_coding,BME_RS08680,BME_RS08680,BMEI1749,glycerol-3-phosphate dehydrogenase
3789,NC_003317.1,gene,1792386,1793177,-,protein_coding,BME_RS08685,BME_RS08685,BMEI1750,DeoR/GlpR transcriptional regulator
3791,NC_003317.1,gene,1793399,1793530,-,protein_coding,BME_RS16725,BME_RS16725,NA,hypothetical protein
3793,NC_003317.1,gene,1793505,1794242,-,protein_coding,BME_RS08690,BME_RS08690,BMEI1751,DNA-binding response regulator
3795,NC_003317.1,gene,1794485,1795246,+,protein_coding,BME_RS08695,BME_RS08695,BMEI1752,Crp/Fnr family transcriptional regulator
3797,NC_003317.1,gene,1795299,1795375,-,tRNA,BME_RS08700,BME_RS08700,BMEIt39,NA
3800,NC_003317.1,gene,1795508,1796353,-,protein_coding,BME_RS08705,BME_RS08705,BMEI1753,3'(2')%2C5'-bisphosphate nucleotidase
3802,NC_003317.1,gene,1796356,1798290,-,protein_coding,BME_RS08710,BME_RS08710,BMEI1754,adenylyl-sulfate kinase
3804,NC_003317.1,gene,1798290,1799210,-,protein_coding,BME_RS08715,BME_RS08715,BMEI1755,sulfate adenylyltransferase subunit CysD
3806,NC_003317.1,gene,1799371,1799616,+,protein_coding,BME_RS16730,BME_RS16730,BMEI1756,hypothetical protein
3808,NC_003317.1,gene,1799595,1800965,-,protein_coding,BME_RS08720,BME_RS08720,BMEI1757,aspartate aminotransferase family protein
3810,NC_003317.1,gene,1801080,1801787,-,protein_coding,BME_RS08725,BME_RS08725,BMEI1758,LuxR family transcriptional regulator
3812,NC_003317.1,gene,1802108,1805893,-,protein_coding,BME_RS08730,BME_RS08730,BMEI1759,methionine synthase
3814,NC_003317.1,gene,1806207,1806596,+,protein_coding,BME_RS08735,BME_RS08735,NA,BA14K family protein
3816,NC_003317.1,gene,1806649,1806894,-,protein_coding,BME_RS08740,BME_RS08740,BMEI1761,hypothetical protein
3818,NC_003317.1,gene,1806861,1807043,-,protein_coding,BME_RS16735,BME_RS16735,NA,hypothetical protein
3820,NC_003317.1,gene,1807152,1807730,+,protein_coding,BME_RS08745,BME_RS08745,BMEI1762,methylated-DNA--[protein]-cysteine S-methyltransferase
3822,NC_003317.1,gene,1807731,1808024,-,protein_coding,BME_RS08750,BME_RS08750,BMEI1763,stress responsive protein
3824,NC_003317.1,gene,1808092,1808616,-,protein_coding,BME_RS08755,BME_RS08755,BMEI1764,DUF934 domain-containing protein
3826,NC_003317.1,gene,1808669,1809427,-,protein_coding,BME_RS08760,BME_RS08760,BMEI1765,phosphoadenylyl-sulfate reductase
3828,NC_003317.1,pseudogene,1809417,1811091,-,pseudogene,BME_RS08765,BME_RS08765,BMEI1766,sulfite reductase
3830,NC_003317.1,gene,1811112,1811414,-,protein_coding,BME_RS08770,BME_RS08770,BMEI1767,DUF2849 domain-containing protein
3832,NC_003317.1,gene,1811432,1812868,-,protein_coding,BME_RS08775,BME_RS08775,BMEI1768,uroporphyrinogen-III C-methyltransferase
3834,NC_003317.1,gene,1813085,1813465,-,protein_coding,BME_RS08780,BME_RS08780,BMEI1769,YraN family protein
3836,NC_003317.1,gene,1813462,1814373,-,protein_coding,BME_RS08785,BME_RS08785,BMEI1770,16S rRNA (cytidine(1402)-2'-O)-methyltransferase
3838,NC_003317.1,gene,1814385,1815599,-,protein_coding,BME_RS08790,BME_RS08790,BMEI1771,radical SAM protein
3840,NC_003317.1,gene,1815596,1816258,-,protein_coding,BME_RS08795,BME_RS08795,BMEI1772,non-canonical purine NTP pyrophosphatase
3842,NC_003317.1,pseudogene,1816261,1816664,-,pseudogene,BME_RS16740,BME_RS16740,NA,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein
3844,NC_003317.1,gene,1816838,1817554,-,protein_coding,BME_RS08810,BME_RS08810,BMEI1775,ribonuclease PH
3846,NC_003317.1,gene,1817579,1817779,+,protein_coding,BME_RS16745,BME_RS16745,NA,hypothetical protein
3848,NC_003317.1,gene,1817776,1818846,+,protein_coding,hrcA,BME_RS08815,BMEI1776,HrcA family transcriptional regulator
3850,NC_003317.1,gene,1818952,1819632,+,protein_coding,BME_RS08820,BME_RS08820,NA,nucleotide exchange factor GrpE
3852,NC_003317.1,gene,1819765,1820421,+,protein_coding,BME_RS08825,BME_RS08825,BMEI1778,trimeric intracellular cation channel family protein
3854,NC_003317.1,gene,1820440,1821432,-,protein_coding,BME_RS08830,BME_RS08830,BMEI1779,adenosine kinase
3856,NC_003317.1,gene,1821435,1821695,+,protein_coding,BME_RS16750,BME_RS16750,BMEI1780,hypothetical protein
3858,NC_003317.1,gene,1821692,1822405,+,protein_coding,BME_RS08835,BME_RS08835,BMEI1781,cysteine biosynthesis protein
3860,NC_003317.1,gene,1822446,1823192,-,protein_coding,BME_RS08840,BME_RS08840,BMEI1782,endonuclease III
3862,NC_003317.1,gene,1823297,1823794,+,protein_coding,BME_RS08845,BME_RS08845,BMEI1783,DUF2244 domain-containing protein
3864,NC_003317.1,gene,1823763,1823975,+,protein_coding,BME_RS16755,BME_RS16755,NA,hypothetical protein
3866,NC_003317.1,gene,1824066,1824488,+,protein_coding,BME_RS08850,BME_RS08850,BMEI1784,heat-shock protein Hsp20
3868,NC_003317.1,gene,1824594,1824839,+,protein_coding,BME_RS08855,BME_RS08855,BMEI1785,DUF1150 domain-containing protein
3870,NC_003317.1,gene,1824920,1825384,-,protein_coding,BME_RS08860,BME_RS08860,BMEI1786,PTS IIA-like nitrogen-regulatory protein PtsN
3872,NC_003317.1,gene,1825487,1826080,-,protein_coding,BME_RS08865,BME_RS08865,BMEI1787,ribosomal subunit interface protein
3874,NC_003317.1,gene,1826316,1826684,+,protein_coding,BME_RS16760,BME_RS16760,BMEI1788,hypothetical protein
3876,NC_003317.1,gene,1826830,1828332,-,protein_coding,BME_RS08870,BME_RS08870,BMEI1789,RNA polymerase sigma-54 factor
3878,NC_003317.1,gene,1828628,1829461,-,protein_coding,BME_RS08875,BME_RS08875,BMEI1790,LPS export ABC transporter ATP-binding protein
3880,NC_003317.1,gene,1829473,1830123,-,protein_coding,BME_RS08880,BME_RS08880,NA,organic solvent tolerance protein OstA
3882,NC_003317.1,gene,1830411,1831133,-,protein_coding,BME_RS08885,BME_RS08885,BMEI1792,LPS export ABC transporter periplasmic protein LptC
3884,NC_003317.1,gene,1831595,1832578,+,protein_coding,BME_RS08890,BME_RS08890,BMEI1793,signal peptide peptidase SppA
3886,NC_003317.1,gene,1832625,1832909,+,protein_coding,BME_RS08895,BME_RS08895,BMEI1794,integration host factor subunit beta
3888,NC_003317.1,gene,1832919,1833242,+,protein_coding,BME_RS08900,BME_RS08900,BMEI1795,DUF1049 domain-containing protein
3890,NC_003317.1,gene,1833355,1834044,+,protein_coding,BME_RS16765,BME_RS16765,BMEI1796,hypothetical protein
3892,NC_003317.1,gene,1834005,1834499,+,protein_coding,BME_RS16770,BME_RS16770,BMEI1797,methyltransferase
3894,NC_003317.1,gene,1834496,1835389,+,protein_coding,BME_RS08910,BME_RS08910,BMEI1798,RNA methyltransferase
3896,NC_003317.1,gene,1835391,1835873,+,protein_coding,BME_RS08915,BME_RS08915,BMEI1799,lipoprotein signal peptidase
3898,NC_003317.1,gene,1836195,1837040,+,protein_coding,BME_RS08920,BME_RS08920,BMEI1800,GNAT family N-acetyltransferase
3900,NC_003317.1,gene,1837346,1840078,-,protein_coding,BME_RS08925,BME_RS08925,BMEI1801,DNA mismatch repair protein MutS
3902,NC_003317.1,pseudogene,1840235,1841482,+,pseudogene,BME_RS16775,BME_RS16775,BMEI1802,malate dehydrogenase
3904,NC_003317.1,gene,1841470,1842528,+,protein_coding,BME_RS08935,BME_RS08935,BMEI1803,phosphate acetyltransferase
3906,NC_003317.1,gene,1842671,1845475,+,protein_coding,BME_RS08940,BME_RS08940,BMEI1804,bifunctional uridylyltransferase/uridylyl-removing protein
3908,NC_003317.1,gene,1845489,1847078,+,protein_coding,BME_RS08945,BME_RS08945,BMEI1805,murein biosynthesis integral membrane protein MurJ
3910,NC_003317.1,gene,1847175,1848242,+,protein_coding,BME_RS08950,BME_RS08950,BMEI1806,tryptophan--tRNA ligase
3912,NC_003317.1,gene,1848249,1848788,+,protein_coding,BME_RS08955,BME_RS08955,BMEI1807,universal stress protein A
3914,NC_003317.1,gene,1848897,1849469,+,protein_coding,BME_RS08960,BME_RS08960,BMEI1808,NifU family protein
3916,NC_003317.1,gene,1849559,1850179,-,protein_coding,BME_RS08965,BME_RS08965,BMEI1809,L%2CD-transpeptidase
3918,NC_003317.1,gene,1850449,1850943,+,protein_coding,BME_RS08970,BME_RS08970,BMEI1810,DNA repair protein MmcB-related protein
3920,NC_003317.1,gene,1850949,1851512,-,protein_coding,BME_RS08975,BME_RS08975,BMEI1811,DNA-binding response regulator
3922,NC_003317.1,gene,1851472,1851675,+,protein_coding,BME_RS16780,BME_RS16780,BMEI1812,hypothetical protein
3924,NC_003317.1,gene,1851762,1852046,-,protein_coding,BME_RS16785,BME_RS16785,BMEI1813,hypothetical protein
3926,NC_003317.1,gene,1852112,1852504,-,protein_coding,BME_RS08980,BME_RS08980,BMEI1814,IS5/IS1182 family transposase
3928,NC_003317.1,gene,1852501,1852869,-,protein_coding,BME_RS08985,BME_RS08985,BMEI1815,IS5/IS1182 family transposase
3930,NC_003317.1,gene,1852939,1854231,-,protein_coding,BME_RS08990,BME_RS08990,BMEI1816,sensor histidine kinase
3932,NC_003317.1,gene,1854326,1854907,-,protein_coding,BME_RS08995,BME_RS08995,NA,hypothetical protein
3934,NC_003317.1,gene,1854924,1856915,-,protein_coding,BME_RS09000,BME_RS09000,BMEI1818,ATP-dependent helicase HrpB
3936,NC_003317.1,pseudogene,1856907,1857192,+,pseudogene,BME_RS09005,BME_RS09005,NA,regulator
3938,NC_003317.1,gene,1857226,1858338,+,protein_coding,BME_RS09010,BME_RS09010,BMEI1819,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
3940,NC_003317.1,pseudogene,1858338,1858806,+,pseudogene,BME_RS09015,BME_RS09015,BMEI1820,GNAT family N-acetyltransferase
3942,NC_003317.1,gene,1858806,1859462,+,protein_coding,BME_RS09020,BME_RS09020,BMEI1821,DUF1345 domain-containing protein
3944,NC_003317.1,gene,1859470,1860306,+,protein_coding,BME_RS09025,BME_RS09025,BMEI1822,S-formylglutathione hydrolase
3946,NC_003317.1,gene,1860625,1863066,+,protein_coding,BME_RS09030,BME_RS09030,BMEI1823,DNA topoisomerase (ATP-hydrolyzing) subunit B
3948,NC_003317.1,gene,1863162,1865042,-,protein_coding,BME_RS09035,BME_RS09035,BMEI1824,helicase
3950,NC_003317.1,gene,1865184,1868120,-,protein_coding,BME_RS09040,BME_RS09040,BMEI1825,DNA polymerase I
3952,NC_003317.1,gene,1868202,1868528,-,protein_coding,BME_RS16790,BME_RS16790,BMEI1826,hypothetical protein
3954,NC_003317.1,gene,1868681,1870096,+,protein_coding,BME_RS09045,BME_RS09045,BMEI1827,dipeptidase
3956,NC_003317.1,gene,1870135,1870752,+,protein_coding,BME_RS09050,BME_RS09050,BMEI1828,ribonuclease D
3958,NC_003317.1,gene,1870984,1871670,+,protein_coding,BME_RS09055,BME_RS09055,BMEI1829,porin family protein
3960,NC_003317.1,gene,1871937,1872629,+,protein_coding,BME_RS09060,BME_RS09060,BMEI1830,porin family protein
3962,NC_003317.1,gene,1872835,1875126,+,protein_coding,BME_RS09065,BME_RS09065,BMEI1831,penicillin-binding protein
3964,NC_003317.1,gene,1875247,1876053,+,protein_coding,BME_RS09070,BME_RS09070,BMEI1832,NAD(P)-dependent oxidoreductase
3966,NC_003317.1,gene,1876144,1877070,+,protein_coding,BME_RS09075,BME_RS09075,BMEI1833,carbohydrate kinase
3968,NC_003317.1,gene,1877093,1877881,+,protein_coding,BME_RS09080,BME_RS09080,BMEI1834,class I SAM-dependent methyltransferase
